"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"REACTOME_DEVELOPMENTAL_LINEAGES_OF_THE_MAMMARY_GLAND",0.709480122324159,1,-0.364829151582883,-0.873389532314579,927,40,"CD24,KRT5,CNN1,KRT14,ESR1,EGFR,ALDH1A1,ERBB2"
"GOBP_NEGATIVE_REGULATION_OF_GLIAL_CELL_PROLIFERATION",0.710199326947968,1,0.533502783695923,0.865844834971271,5486,14,"MIR146A,NEGR1,ABCC8"
"GOBP_REGULATION_OF_CELLULAR_RESPIRATION",0.710327455919396,1,-0.358937785155149,-0.876062441841561,845,45,"ACTN3,IFNLR1,ETFRF1,PRDM16,DNAJC15,AK4,PIK3CA,PPIF,IFNG,PINK1"
"GOBP_REGULATION_OF_FATTY_ACID_BETA_OXIDATION",0.71099116781158,1,-0.404013946886472,-0.820819905084297,1448,18,"PPARA,IRS1,IRS2,ABCB11,MLYCD"
"GOBP_POSITIVE_REGULATION_OF_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY",0.711549970077798,1,-0.384036264311274,-0.844723577025656,1188,27,"FOXP1,CD86,LIPA,CD80,CD28,PRKCH,PTPRC"
"REACTOME_METABOLISM_OF_POLYAMINES",0.71190665005098,1,0.474088154450512,0.878581083165928,6283,46,"SEM1,PSMC1,PSMD11,ADRM1,PSMC4,ODC1,NQO1,PSMC5,PSMD14,PSMC3,SAT1,PSMD1,PSMD8,PSMC2,PSMD3,PSMC6,PSMB7,PSMB6,PSMD7,PSMA7,PSMA3,PSMA2,PSMB4,PSMD2,PSMB1,PSMB3,SRM,PSMD12,PSMD13,OAZ1,PSMB2"
"GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.712325410438618,1,0.504892666762863,0.86975617891411,5813,23,"PELP1,TEX10,DDX18,PES1,NOL9,FTSJ3,WDR18,PPAN,BOP1,GTPBP4,URB1"
"GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX",0.712373037857802,1,0.480056982908472,0.872575161668403,6171,38,"YJEFN3,ADIPOQ,GPS2,ABCG1,APOE,EGF,NAXE,LRP1,ABCA1,ABCA7,ABCG4,MAPK3,PTCH1,CETP,NFKB1,PPARG,PON1"
"GOBP_DENDRITE_ARBORIZATION",0.712765957446808,1,0.543537984553272,0.859753375666597,5359,11,"PTN,ZNF365,TAOK2,CC2D1A"
"GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.712853773584906,1,0.48811891587233,0.870195983153491,6044,31,"PELP1,RRS1,TEX10,EXOSC8,KRI1,NOP14,PES1,NOL9,FTSJ3,NOP9,WDR18,UTP20,BOP1,EXOSC10,URB1,EXOSC2,ABT1,EXOSC9"
"GOBP_INHIBITORY_POSTSYNAPTIC_POTENTIAL",0.712855637513172,1,-0.396018536137795,-0.826738729094485,1352,21,"CRH,INSYN2A,SYT1,CHRNA2,ELOVL4,GABRB3,GRIK2"
"GOBP_POSITIVE_REGULATION_OF_SISTER_CHROMATID_COHESION",0.713115854477111,1,0.549931303218159,0.861465967057825,5311,10,"DDX11,SMC5,MACROH2A1,NSMCE2,SFPQ,BUB1"
"GOBP_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_APOPTOTIC_PROCESS",0.713115854477111,1,0.54986097147942,0.861355792570624,5311,10,"IGF1,PDCD4,E2F3,ATF4,SLC7A5,PPARG,MFN2"
"REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS",0.713330547430004,1,-0.41929075076755,-0.797477487601493,1706,12,"BTN3A3,CD209,PPL,BTNL9,BTN1A1"
"GOBP_T_CELL_TOLERANCE_INDUCTION",0.713346814964611,1,-0.399778501161322,-0.819585969387386,1410,19,"AIRE,CDR2,HLA-G"
"GOBP_L_ALANINE_TRANSPORT",0.713940370668815,1,-0.422765024339658,-0.794671425015433,1771,11,"SLC38A3,SLC36A1,SLC36A2"
"GOBP_REGULATION_OF_TELOMERE_MAINTENANCE_IN_RESPONSE_TO_DNA_DAMAGE",0.713983050847458,1,0.513592084550004,0.867132894005978,5728,19,"RTEL1,INO80B,MCRS1,XRCC1,INO80D,INO80,TFPT,ERCC4,ACTR8"
"REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY",0.714148116438356,1,0.459066916616273,0.888912637782383,6672,75,"CDKN1A,SEM1,PSMC1,LIN37,UBC,PSMD11,ADRM1,PSMC4,PSMC5,PSMD14,CDC25B,PSMC3,CKS1B,RBL2,PSMD1,PSMD8,MAX,UBA52,PSMC2,PSMD3,PSMC6,PSMB7,PSMB6,CDK7,PSMD7,SKP1,PSMA7,PSMA3,PSMA2,LIN54,E2F4,PSMB4,PSMD2,PSMB1,PSMB3,AKT3,PSMD12,PSMD13,PSMB2,RB1,E2F1,CCNA1"
"GOBP_BILE_ACID_METABOLIC_PROCESS",0.714285714285714,1,-0.354098885128561,-0.885070797493047,794,51,"MALRD1,NR1D1,PROX1,ARV1,CYP7A1,CYP39A1,STAR,AMACR,ABCB11"
"GOBP_POSITIVE_REGULATION_OF_BIOMINERAL_TISSUE_DEVELOPMENT",0.714285714285714,1,-0.35454351000154,-0.892351468927449,744,54,"ACTN3,ADGRV1,FZD9,ADRB2,ENAM,OSR2,SMAD3,AMELX,PKDCC,FBN2,ANO6"
"GOBP_MODIFIED_AMINO_ACID_CATABOLIC_PROCESS",0.714352337647196,1,0.482869531342644,0.869401414020567,6126,34,"GGTLC3,PRODH,CHAC1,GGTLC1,DPEP1"
"GOBP_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION",0.715129547590281,1,0.54883883303091,0.859754615329285,5326,10,"RTEL1,TERF2,UPF1,BLM"
"GOBP_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY",0.715337100801682,1,0.538040377455342,0.85852092005003,5442,12,"MAGEA2B,UBE2C,ARRDC4,RPS2"
"GOBP_REGULATION_OF_TELOMERE_CAPPING",0.715506083354906,1,0.531489739057053,0.862577777410564,5527,14,"RTEL1,TERF2,XRCC1,USP7,ERCC4,NABP2,HNRNPD,ATM"
"GOBP_RRNA_METHYLATION",0.715956558061821,1,0.492348733099422,0.866293320515228,5998,28,"FBLL1,METTL25B,MRM2,FDXACB1,NOP2,FTSJ3,FBL,NOP58,NSUN5,BUD23,DIMT1,TRMT112,METTL15"
"GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING",0.716107639331718,1,0.52290282175825,0.86276058738812,5614,16,"ABCG1,APOE,AGT,PLA2G7,PLA2G5,PLA2G2A,AGTR1"
"GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_SECRETION",0.716204869857263,1,-0.357271413405735,-0.871995314433462,852,45,"CRH,PRKN,KCNB1,IRS1,ADRA2C,CHGA,CD74"
"GOBP_MUSCLE_ATROPHY",0.716760676873489,1,-0.421809882265928,-0.792876044439641,1778,11,"ACTN3,TRIM63"
"GOBP_FRUCTOSE_METABOLIC_PROCESS",0.717047451669596,1,-0.41171458686386,-0.801669990205159,1631,14,"SORD,PFKFB2,ALDOC,FBP1,PFKFB4,ALDOB"
"GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION",0.717857142857143,1,-0.398337195266441,-0.824203692530953,1406,20,"P2RY1,SOX17,MSX2,SMAD3,PAX6,NEUROD1,FGF8"
"GOBP_REGULATION_OF_FATTY_ACID_OXIDATION",0.717894736842105,1,-0.37258817562854,-0.857652206620398,1022,34,"PPARGC1A,PPARA,IRS1,IRS2,FABP3,ABCB11,MLYCD,KLHL25"
"GOBP_NEGATIVE_REGULATION_OF_AMYLOID_BETA_CLEARANCE",0.717978848413631,1,-0.426480150475971,-0.788281725941407,1832,10,"IFNG,HMGCR,SRF,TNF,IFNGR1"
"REACTOME_MAPK6_MAPK4_SIGNALING",0.718082835183604,1,0.455940826972948,0.885269819940505,6726,78,"JUN,SEM1,PSMC1,CDC42,FOXO3,UBC,PSMD11,ADRM1,PSMC4,CDK1,TNRC6A,PSMC5,PSMD14,PSMC3,AGO4,PSMD1,PSMD8,UBA52,PSMC2,PSMD3,PSMC6,PSMB7,PSMB6,PSMD7,MAPK4,PSMA7,PSMA3,PSMA2,TNRC6B,MMP2,CDC14B,PSMB4,SEPTIN7,PSMD2,PSMB1,PSMB3,FOXO1,AGO1,DNAJB1,ETV4,PSMD12,PSMD13,MMP10,TNRC6C,PRKACB,PSMB2"
"GOBP_AMELOGENESIS",0.71812865497076,1,-0.384057525882288,-0.838232227592172,1227,26,"ITGB6,PPARA,ENAM,CNNM4,MSX2,AMELX,DMP1"
"GOBP_REPLACEMENT_OSSIFICATION",0.718396226415094,1,0.485663044740558,0.865817768901763,6091,31,"CBS,SCX,BPNT2,MMP14,FOXC1,MEF2C"
"GOBP_REGULATION_OF_NON_CANONICAL_WNT_SIGNALING_PATHWAY",0.718535469107552,1,-0.383864287082506,-0.833116896045928,1255,25,"DAAM2,RSPO3,SPEF1,NKD1,WNT5A,NPHP3,SFRP4"
"GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_EMBRYONIC_PLACENTA_DEVELOPMENT",0.719107551487414,1,-0.383772632837705,-0.832917974962337,1256,25,"FZD5,CASP8,EOMES,MDFI,PLK4,PRDM1,LIF,GJB5,GRHL2"
"GOBP_MATURATION_OF_LSU_RRNA",0.719331292677184,1,0.483790301923694,0.865033422428527,6109,32,"PELP1,TEX10,NOP2,DDX55,DDX18,PES1,NOL9,FTSJ3,WDR18,PPAN,BOP1,GTPBP4,URB1,EIF6,TRMT112,ZNHIT6,MDN1,NSA2"
"GOBP_ASTRAL_MICROTUBULE_ORGANIZATION",0.719476184362563,1,0.52541961988797,0.859127692186955,5603,15,"TPPP,TACC2,NUMA1,LIMK2,KPNB1,RAB11A,TACC3"
"GOBP_GLUTATHIONE_TRANSPORT",0.719580983078163,1,-0.420608959261781,-0.790618669443852,1785,11,"SLC25A40,SLC25A39,GJA1"
"REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_EXTRACELLULAR_MATRIX_FOCAL_ADHESION_AND_EPITHELIAL_TO_MESENCHYMAL_TRANSITION",0.720199763438034,1,0.535494240424815,0.854458191679419,5479,12,"SERPINE1,PXN,MITF,PXDN"
"GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS",0.720338983050847,1,-0.34085417552548,-0.898540386316572,509,72,"STING1,PRKN,AXL,TSLP,HSPA1B,WNT5A,ADAM17,CD74,CD40,RBM47,NLRC5,MMP12,IRF7,ZBP1,LAPTM5,CSF1,TAF9,IL1R1,AGPAT1"
"GOBP_NON_PROTEINOGENIC_AMINO_ACID_CATABOLIC_PROCESS",0.720868910095429,1,0.513480381953829,0.859384103247066,5740,18,"CBS,PRODH"
"GOBP_NADPPLUS_METABOLIC_PROCESS",0.720948012232416,1,-0.361893127213705,-0.866360782173493,942,40,"NOCT,NMNAT2,NUDT17,NUDT12,NNT,PRPS2,ALDOB,NADK2,ME1,MDH1,NOX1,TALDO1,TIGAR,NAMPT"
"REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA",0.721212121212121,1,0.515805708787485,0.857528969102921,5711,17,"DCP2,EXOSC6,ZFP36L1,EXOSC8,EXOSC1,EXOSC4,EXOSC2,XRN1,EXOSC9"
"GOBP_REGULATION_OF_KETONE_METABOLIC_PROCESS",0.721461187214612,1,-0.323322275377538,-0.93606211663971,157,142,"MALRD1,BGLAP,PPARGC1A,PPARA,UGT1A1,IRS1,GPIHBP1,NR1D1,IRS2,ERLIN2,PROX1,PTGS2,PPTC7,FABP3,APOC2,CYP7A1,PGK1,CD74,PDK1,STAR,ANGPTL4,ABCB11,BRCA1,CEACAM1,MLYCD,GHSR,KLHL25,UGT1A3,ELOVL5"
"GOBP_MITOCHONDRIAL_DEPOLARIZATION",0.721503388786198,1,-0.381544772102338,-0.845606003654137,1170,28,"IFI6,FZD9,KCNQ3,MYOC,PPIF,KDR,BCL2"
"GOBP_NUCLEOSIDE_SALVAGE",0.721688257417468,1,-0.416453804449526,-0.792081707184166,1726,12,"PNP,PGM2,MTAP,UCKL1,ADK,HPRT1"
"GOBP_POSITIVE_REGULATION_OF_MESENCHYMAL_CELL_PROLIFERATION",0.721723518850987,1,-0.382287337121941,-0.840876648574823,1205,27,"FOXP2,IRS2,WNT5A,IHH,ARHGAP5,KDR,LRP5,WNT2,SOX9,BMPR1A"
"GOBP_EXTRACELLULAR_REGULATION_OF_SIGNAL_TRANSDUCTION",0.721776843211986,1,0.534909064062657,0.853524458506442,5491,12,"NBL1"
"REACTOME_INTERLEUKIN_35_SIGNALLING",0.722106142916841,1,-0.416129366135549,-0.791464635972747,1727,12,"IL12A,JAK2,EBI3,IL6ST,IL12RB2,IL27RA,STAT4,STAT1,JAK1"
"GOBP_SPHINGOLIPID_METABOLIC_PROCESS",0.722222222222222,1,-0.320142360754067,-0.940481723327373,103,170,"FUT5,ST8SIA6,B3GALNT1,CREM,ABCA8,CYP4F22,B4GALT6,ETNPPL,PSAPL1,CERS3,B3GALT1,ITGB8,B3GALT2,SFTPB,ARV1,ACER2,SMPDL3A,TECRL,ST3GAL2,ELOVL4,PAQR4,GALC,SGPP1,ACER1,CERS6,P2RX1,B4GALT4,ST8SIA3,ALOXE3,CERS1,CEL,ST6GALNAC3,ST8SIA2,ELOVL5,ASAH2,NEU2,ST8SIA5,ALOX12B,SPTSSB,SPTLC3,CERT1,LCT,ST3GAL1,CERS4,PLPP2,FUT6,HACD3,ORMDL2"
"GOBP_ADHERENS_JUNCTION_ASSEMBLY",0.72242906663243,1,0.523490099772883,0.855972682170662,5626,15,"ACTB,DLG5,VCL,HIPK1,CTNNB1"
"GOBP_POSITIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_VIA_DEATH_DOMAIN_RECEPTORS",0.722739361702128,1,0.538807786683247,0.852271279287137,5434,11,"ZSWIM2,PMAIP1,ATF3,THBS1"
"GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION",0.72303809086737,1,0.473933012608959,0.868371959093881,6301,41,"NLRP7"
"GOBP_ENDOPLASMIC_RETICULUM_TUBULAR_NETWORK_ORGANIZATION",0.723369565217391,1,-0.389502429276333,-0.829902185543367,1330,23,"ARL6IP1,RTN1,LNPK,RAB10,RETREG3,ATL2,REEP1,TMEM170A"
"GOBP_NEGATIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",0.723469387755102,1,-0.39656750963559,-0.820542017324873,1417,20,"PPARA,PRKN"
"GOBP_HYALURONAN_CATABOLIC_PROCESS",0.723611111111111,1,0.514773149521739,0.855812335363496,5730,17,"CEMIP,HYAL4,TGFB1,SPAM1,STAB2,HYAL2,HEXB,GUSB"
"GOBP_NEGATIVE_REGULATION_OF_STEROL_TRANSPORT",0.723660367589956,1,0.526520163030521,0.854512436673706,5590,14,"ADIPOQ,APOC1,APOE,EGF,NFKBIA"
"REACTOME_ANCHORING_FIBRIL_FORMATION",0.723904202440127,1,-0.40966466567021,-0.807343890910544,1601,15,"COL4A6,TLL2,LAMC2,LAMB3,COL4A2,COL4A5,BMP1"
"GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.723984771573604,1,0.453943174472872,0.887480658171557,6845,87,"CELF3,CELF6,RBM14,RBMX,RBFOX1,RBM25,DHX9,THRAP3,ARGLU1,PQBP1,RNPS1,HNRNPUL1,RBM8A,SRSF2,SFSWAP,CELF1,RBM17,HNRNPL,HNRNPU,TRA2B,NSRP1,HNRNPA1,YTHDC1,KHDRBS1,SRSF4,CELF2,PUF60,RBM5,SRSF7,HNRNPUL2,RBM20,SRSF10,HNRNPM,REST,ZBTB7A,TIA1,RBM19,SFPQ,NOVA2,RBM7,SRSF12"
"GOBP_NEGATIVE_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",0.724356077722549,1,-0.409451356624392,-0.806923513539857,1602,15,"PDE4D,AGRP,ATP2B4,MRAP"
"GOBP_REGULATION_OF_NATURAL_KILLER_CELL_DIFFERENTIATION",0.724356077722549,1,-0.409348560366436,-0.806720928504281,1602,15,"AXL,IL15,PRDM1,IL21,PGLYRP3,RASGRP1,ZBTB1,TOX"
"GOBP_AMMONIUM_TRANSMEMBRANE_TRANSPORT",0.724415793714746,1,-0.417198279369459,-0.784207614379548,1797,11,"AQP1,AQP6,RHCG,AQP8,RHD,RHAG"
"REACTOME_ORGANIC_ANION_TRANSPORT_BY_SLCO_TRANSPORTERS",0.724601063829787,1,0.537128463778758,0.849614972686679,5448,11,"SLCO4A1,SLCO1B1"
"GOBP_CYSTEINE_METABOLIC_PROCESS",0.724601063829787,1,0.537229388994019,0.849774613405407,5448,11,"CBS"
"GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS",0.724704336399474,1,-0.376811634691865,-0.851224778513997,1102,31,"AK3,NME6,ENTPD5,NME5,NME7,UPP2,DPYS,UCKL1,UCK1,CMPK1,UMPS,ENTPD4,DCK,CDA"
"GOBP_PROTEIN_HYDROXYLATION",0.724807953004971,1,-0.40906340800369,-0.806158966398847,1603,15,"P3H2,JMJD7,RIOX2"
"GOBP_NEGATIVE_REGULATION_OF_FATTY_ACID_OXIDATION",0.72482526533782,1,0.525469676126427,0.852807555859753,5599,14,"PLIN5,FMO2,FMO1,DGAT2,ACACB"
"REACTOME_ATTACHMENT_OF_BACTERIA_TO_EPITHELIAL_CELLS",0.725,1,-0.388831359254986,-0.828472354981325,1333,23,"COL4A6,COL5A2,LAMC2,FN1,LAMB3,COL4A2,COL4A5,LAMA4,LAMA1,UPK1A,LAMB1,LAMA3,EPCAM,COL4A3"
"REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS",0.72502937720329,1,-0.424278108310795,-0.784211596073408,1850,10,"GRIK1,NCALD,GRIK2,GRIK4,DLG1"
"GOBP_3_UTR_MEDIATED_MRNA_STABILIZATION",0.725314183123878,1,-0.381510230011555,-0.839167329015654,1211,27,"RBM38,MAPKAPK2,ADARB2,MAPK14,BOLL,RBM47,TENT4B,LARP4B,ZFP36,ELAVL1,DAZ2"
"GOBP_SPINDLE_LOCALIZATION",0.725405405405405,1,0.456133024672875,0.876944879793109,6709,68,"NLRP7,KIF25,ANKFN1,SAPCD2,NUMA1,MYH9,KAT5,LLGL2,DYNC1H1,MAP4,NDC80,CFL1,FGF10"
"GOBP_CELLULAR_RESPONSE_TO_STEROL",0.725521669341894,1,-0.390649042558665,-0.822289430647245,1355,22,"GRAMD1C,INHBA,GRAMD1B,CYP7A1,GPR155,GPLD1,DYNAP,INHBB,INSIG2"
"REACTOME_SARS_COV_2_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS",0.725850965961362,1,0.532140891168321,0.849107439933705,5522,12,"YWHAE,YWHAZ,YWHAH,SFN,AKT3,YWHAG"
"REACTOME_GLUCURONIDATION",0.725905292479109,1,-0.38567440819643,-0.830195576900402,1302,24,"UGT2B4,UGT1A1,UGP2,UGT2B28,UGT1A3,UGT3A1,UGT2A3,UGT3A2,UGT2B10,UGDH"
"GOBP_BRANCHING_INVOLVED_IN_PROSTATE_GLAND_MORPHOGENESIS",0.725957446808511,1,-0.410619141271651,-0.793961792442058,1705,13,"FRS2,HOXD13,NKX3-1,ESR1,HOXB13"
"GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY",0.72596585804133,1,-0.352618381554699,-0.881370276158919,807,51,"JCAD,PIK3CB,CCBE1,IL12A,TNXB,PROX1,ANGPT1,ITGB3,VTN,FLT3,PIK3CA,VEGFD,KDR,VEGFA,ADGRG1,IL12B,FLT4,ADGRA2"
"GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",0.726027397260274,1,-0.332944742667038,-0.923788033384883,317,102,"GAS2L2,MAP6D1,BMERB1,CAV3,TPX2,STMN2,TOGARAM1,SPEF1,STMN4,PRUNE1,WDR47,HSPA1B,INPP5J,SLC39A12,NME7,SKA2,NAV3,HAUS3,HAUS8,RPS3,CLIP3"
"GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_CATABOLIC_PROCESS",0.726530612244898,1,-0.394802955458538,-0.816890959663977,1423,20,"ACTN3,PPARA,TRIM63,FBP1,SLC4A1"
"GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION",0.726530612244898,1,-0.354748553877281,-0.864213429405721,889,44,"ACTN3,ADGRV1,FZD9,ADRB2,OSR2,SMAD3,PKDCC,FBN2,ANO6"
"GOBP_CALCIUM_INDEPENDENT_CELL_CELL_ADHESION",0.726630434782609,1,-0.388445193765125,-0.827649562721436,1336,23,"CLDN12,CLDN3,CLDN4,CLDN9,CLDN6,CLDN8,CLDN10,CLDN1,CLDN11,CLDN16,CLDN23,CLDN22"
"REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION",0.726808510638298,1,-0.410432090705777,-0.79360011665145,1707,13,"ZFPM2,AMH,SOX9,DHH,SRY,DMRT1,GATA4"
"GOBP_G_PROTEIN_COUPLED_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY",0.727152899824253,1,-0.406395241945577,-0.791312428621003,1654,14,"P2RY1,P2RY2"
"REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G",0.727168425883433,1,0.471959050498517,0.86475513287706,6337,41,"SEM1,PSMC1,UBC,PSMD11,ADRM1,PSMC4,PSMC5,PSMD14,PSMC3,PSMD1,PSMD8,UBA52,PSMC2,PSMD3,PSMC6,PSMB7,PSMB6,PSMD7,PSMA7,PSMA3,PSMA2,PSMB4,PSMD2,PSMB1,PSMB3,PSMD12,PSMD13,PSMB2"
"KEGG_CELL_ADHESION_MOLECULES_CAMS",0.727272727272727,1,-0.326492643319339,-0.930589201269134,191,131,"HLA-DPB1,SDC4,VCAM1,ICAM3,CLDN3,CADM3,ICOSLG,SELPLG,ITGB8,NFASC,CD86,ITGAV,CLDN4,ICAM2,HLA-G,HLA-DQA1,CD40,SDC3,VCAN,HLA-DMA,CD8B,CD80,CD28,CLDN9,NRXN1,NLGN1,MADCAM1,HLA-DRA,SELL,CD34,NLGN3,NRXN2,ITGA4,ITGB2,CLDN6,CLDN8,CLDN10,CLDN1,CLDN11,CNTN2,SDC2,PTPRC,L1CAM,CDH1,CLDN16,CNTN1,CLDN23,SPN,HLA-DRB5,HLA-DQB1,ICOS,CLDN22,PDCD1LG2"
"GOBP_GLUCURONATE_METABOLIC_PROCESS",0.72737955346651,1,-0.422039751435175,-0.780074344153906,1856,10,"UGT1A1,CRYL1,SORD"
"GOBP_RECEPTOR_CLUSTERING",0.727393617021277,1,-0.345302793186177,-0.899966088306234,546,68,"FZD9,DLG2,THY1,ETV5,WDR19,SHISA6,SSH1,SLITRK3,FNTA,SSNA1,NRXN1,GRIK2,NLGN1,MADCAM1,NME7,RAPSN,CHRDL1,DNAJA3,NRXN2,ITGA4,ITGB2,COLQ,ZDHHC2,DOK7,LAMA1"
"GOBP_OLIGOPEPTIDE_TRANSPORT",0.727551020408163,1,-0.394288054333719,-0.81582557231525,1425,20,"SLC25A40,SLC15A2,SLC25A39,GJA1,SLC15A1,ABCC5,SLC26A6,NHERF1"
"REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES",0.727661851257357,1,-0.390143226445433,-0.821224722434887,1359,22,"DUOXA2,TPO,TPH1,CGA,AANAT,SLC5A5,DUOXA1,TH,DIO1,TXNDC11,IYD"
"REACTOME_PHOSPHORYLATION_OF_CLOCK_ACETYLATION_OF_BMAL1_ARNTL_AT_TARGET_GENE_PROMOTERS",0.729122340425532,1,0.534646276935682,0.845688718077033,5482,11,"PER1,CRY2,CLOCK,RORA,CREBBP,PER3,KMT2A"
"REACTOME_P75NTR_REGULATES_AXONOGENESIS",0.72933803368586,1,-0.421575312734087,-0.779215901995509,1861,10,"OMG,MCF2,NGFR"
"KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS",0.729977116704805,1,-0.381781349327078,-0.828596208146961,1275,25,"UGT2B4,UGT1A1,CRYL1,UGP2,UGT2B28"
"GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION",0.730115873551581,1,0.464057922947663,0.867253545523555,6489,51,"NBL1,MIR146A,KLRC4-KLRK1,KLRK1"
"GOBP_FC_GAMMA_RECEPTOR_SIGNALING_PATHWAY",0.730147737765466,1,0.472465564034836,0.858776625688731,6325,38,"FCGR2C,PRKCD,PLPP4"
"GOBP_POSITIVE_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION",0.730337078651685,1,-0.388632848233323,-0.818045479931275,1364,22,"SCGB3A1,ADGRB1,MAPK14,EHD1,CAMK1,RAPGEF3,EHD2,TREM2,RIPOR2"
"GOBP_CELL_CELL_JUNCTION_MAINTENANCE",0.73038005923001,1,0.500807187478295,0.854320629524835,5918,21,"INAVA,CAMSAP3,KIRREL1,TJP1,WHRN,MTSS1,NLGN2"
"REACTOME_HEDGEHOG_ON_STATE",0.730414251985405,1,0.45353551061745,0.876256663612982,6805,73,"SEM1,SPOPL,PSMC1,UBC,PSMD11,ADRM1,PSMC4,BOC,PSMC5,PSMD14,PSMC3,KIF7,EFCAB7,GPR161,PSMD1,GLI3,PSMD8,UBA52,PSMC2,PSMD3,PSMC6,CDC73,PSMB7,PSMB6,PSMD7,GAS8,PSMA7,PSMA3,PSMA2,PSMB4,GAS1,PSMD2,PSMB1,PSMB3,IQCE,PTCH1,PSMD12,SMURF1,NUMB,PSMD13,GLI2,ARRB2,PSMB2"
"GOBP_REGULATION_OF_SKELETAL_MUSCLE_FIBER_DEVELOPMENT",0.730459307010475,1,-0.414497016545478,-0.779130050593313,1812,11,"ACTN3"
"REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",0.730526315789474,1,-0.369147003953105,-0.849731052182747,1040,34,"SDHAF4,SDHD,NNT,ISCA1,SDHB,ACAT1,FH,SUCLG1"
"GOBP_RESPONSE_TO_LIGHT_INTENSITY",0.731306081754736,1,0.504241812454039,0.851346185553448,5867,19,"MT-ND3"
"GOBP_SEQUESTERING_OF_EXTRACELLULAR_LIGAND_FROM_RECEPTOR",0.731373338703182,1,0.539357117157377,0.84490153188675,5447,10,"NBL1"
"GOBP_CELL_JUNCTION_DISASSEMBLY",0.73168908819133,1,-0.3650278404271,-0.862073106802225,978,38,"RAB40A,MYLK3,RHOU,C3"
"GOBP_POSITIVE_THYMIC_T_CELL_SELECTION",0.732037957523723,1,-0.404978657211197,-0.798108971184308,1619,15,"CD74,ITPKB,PTPRC,SRF,NFATC3,ZAP70,TOX,CD3G"
"GOBP_REGULATION_OF_SYNAPSE_PRUNING",0.732471602036819,1,-0.419175844097246,-0.774780860232651,1869,10,"VANGL2,EPHA4,TREM2,C1QL1,SARM1,KCNK13"
"GOBP_FIBROBLAST_APOPTOTIC_PROCESS",0.732558139534884,1,-0.392496745760315,-0.804657641471204,1448,19,"STK17A,PIK3CA,XRCC2,PRDM11"
"GOBP_SPONTANEOUS_SYNAPTIC_TRANSMISSION",0.732765957446809,1,-0.407688775754975,-0.788295718885611,1721,13,"CBLN2,PRKN,SYT1"
